velocidad_bala,distancia,bala_y,h1,h2,h3,h4,h5,h6,h7,h8,accion
-11.0,-42.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,-53.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,-64.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,2160.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,1014.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,1003.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,992.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,981.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,970.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,959.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,948.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,937.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,926.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,915.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,904.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,893.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,882.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,871.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,860.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,849.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,838.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,827.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,816.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,805.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,794.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,783.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,772.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,2160.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
